accession,organism_name,strain_name,assembly_level,total_16S_copies,unique_16S_copies,degree,ANI_species_ID,ANI_genus_ID,NCBI_taxID
GCF_014650255.1,Streptomyces violarus,JCM 4534,Scaffold,1,1,1,42,34,67380
GCF_001905855.1,Streptomyces sp.,CB01883,Scaffold,1,1,0,NA,NA,1887
GCF_015767775.1,Streptomyces clavuligerus,F1D7,Complete,6,2,26,33,26,1901
GCF_000721665.1,Streptomyces rimosus,NRRL WC-3929,Contig,1,1,1,20,14,1927
GCF_003984935.1,Streptomyces sp.,WAC04189,Contig,1,1,2,203,159,1887
GCF_000380165.1,Streptomyces vitaminophilus,DSM 41686,Scaffold,1,1,0,NA,NA,76728
GCF_001514285.1,Streptomyces sp.,DSM 15324,Scaffold,1,1,0,NA,NA,1887
GCF_013317105.1,Streptomyces coelicolor,M1154/pAMX4/pGP1416,Complete,6,3,12,26,19,1902
GCF_009604455.1,Streptomyces sp.,RB17,Scaffold,1,1,0,NA,NA,1887
GCF_000717925.1,Streptomyces sp.,NRRL S-241,Contig,1,1,12,125,103,1887
GCF_003143935.1,Streptomyces sp.,Act143,Scaffold,1,1,0,NA,NA,1887
GCF_900091485.1,Streptomyces sp.,LcepLS,Contig,1,1,0,NA,NA,1887
GCF_000830005.1,Streptomyces vietnamensis,GIM4.0001,Complete,7,1,0,NA,NA,362257
GCF_013030945.1,Streptomyces morookaense,DSM 40503,Contig,1,1,0,NA,NA,1970
GCF_016605905.1,Streptomyces sp.,XC 2026,Complete,5,4,1,202,158,1887
GCF_002078175.1,Streptomyces sp.,M41,Contig,6,1,0,NA,NA,1887
GCF_013870495.1,Streptomyces sp.,W18L9,Contig,1,1,0,NA,NA,1887
GCF_001905425.1,Streptomyces sp.,MJM1172,Scaffold,1,1,5,5,3,1887
GCF_001905885.1,Streptomyces sp.,CB03234,Scaffold,1,1,1,211,165,1887
GCF_001632865.1,Streptomyces ambofaciens,DSM 40697,Complete,6,1,1,212,166,1889
GCF_003671675.1,Streptomyces sp.,E2N171,Scaffold,1,1,4,205,161,1887
GCF_017877015.1,Streptomyces sp.,PvR006,Contig,7,1,2,67,56,1887
GCF_009789635.1,Streptomyces sp.,QHH-9511,Complete,6,1,0,NA,NA,1887
GCF_015912975.1,Streptomyces clavuligerus,BW0218,Contig,1,1,26,33,26,1901
GCF_015912875.1,Streptomyces clavuligerus,DSM 738,Contig,1,1,26,33,26,1901
GCF_009863225.1,Streptomyces sp.,SID4926,Contig,1,1,1,84,65,1887
GCF_016876065.1,Streptomyces sioyaensis,B-5408,Contig,6,3,1,124,102,67364
GCF_002158965.1,Streptomyces lavendulae,ATCC 13664,Contig,1,1,20,78,60,1914
GCF_000720875.1,Streptomyces globisporus,NRRL B-2293,Contig,1,1,0,NA,NA,1886
GCF_009865205.1,Streptomyces sp.,SID2999,Contig,1,1,0,NA,NA,1887
GCF_014138545.1,Streptomyces aureorectus,DSM 41692,Contig,8,4,1,135,104,67282
GCF_000721495.1,Streptomyces sp.,NRRL F-5123,Contig,1,1,0,NA,NA,1887
GCF_012184365.2,Streptomyces sp.,S-2,Contig,7,2,37,107,87,1887
GCF_004522685.1,Streptomyces sp.,H23,Scaffold,1,1,4,64,53,1887
GCF_003032475.1,Streptomyces sp.,P3,Complete,6,1,0,NA,NA,1887
GCF_003024215.1,Streptomyces sp.,CS149,Scaffold,12,2,16,11,7,1887
GCF_000092385.1,Streptomyces bingchenggensis,BCW-1,Complete,6,1,1,88,69,379067
GCF_016741935.1,Streptomyces sp.,CA3R110,Contig,1,1,0,NA,NA,1887
GCF_000972435.1,Streptomyces sp.,MBT28,Scaffold,1,1,10,203,159,1887
GCF_001047325.1,Streptomyces viridochromogenes,NRRL 3414,Contig,1,1,2,48,40,1938
GCF_007096885.1,Streptomyces sp.,130,Contig,1,1,0,NA,NA,1887
GCF_900091975.1,Streptomyces sp.,LamerLS-31b,Contig,1,1,13,138,107,1887
GCF_001279445.1,Streptomyces sp.,WM6349,Contig,1,1,22,1,1,1887
GCF_014656295.1,Streptomyces sulfonofaciens,JCM 5069,Scaffold,1,1,0,NA,NA,68272
GCF_002846415.1,Streptomyces sp.,TLI_146,Contig,7,4,0,NA,NA,1887
GCF_007595705.1,Streptomyces sp.,SAJ15,Contig,1,1,0,NA,NA,1887
GCF_014648615.1,Streptomyces nojiriensis,JCM 3382,Scaffold,1,1,12,132,103,66374
GCF_004023625.1,Streptomyces cavernae,SYSU K10008,Scaffold,1,1,0,NA,NA,2259034
GCF_018619495.1,Streptomyces sp.,COG21,Contig,7,5,14,14,9,1887
GCF_009862825.1,Streptomyces sp.,SID5473,Contig,6,1,3,8,5,1887
GCF_017592595.1,Streptomyces sp.,NEAU-YJ-81,Scaffold,1,1,0,NA,NA,1887
GCF_015912995.1,Streptomyces clavuligerus,BW0216,Contig,1,1,26,33,26,1901
GCF_018614095.1,Streptomyces sp.,SL-87,Scaffold,1,1,1,161,127,1887
GCF_009863095.1,Streptomyces sp.,SID4950,Contig,1,1,1,105,85,1887
GCF_008704575.1,Streptomyces galilaeus,ATCC 14969,Complete,6,2,1,159,125,33899
GCF_008705255.1,Streptomyces venezuelae,ATCC 10595,Complete,7,1,3,72,59,54571
GCF_000718595.1,Streptomyces bikiniensis,NRRL ISP-5582,Contig,1,1,0,NA,NA,1896
GCF_016741855.1,Streptomyces sp.,CH5-8,Contig,1,1,0,NA,NA,1887
GCF_003116725.1,Streptomyces sp.,CS065A,Scaffold,3,2,0,NA,NA,1887
GCF_009867075.1,Streptomyces sp.,NHF165,Complete,6,3,2,101,81,1887
GCF_009863175.1,Streptomyces sp.,SID4934,Contig,1,1,32,107,87,1887
GCF_013177615.1,Streptomyces sp.,MNP-20,Scaffold,1,1,1,60,49,1887
GCF_003443735.1,Streptomyces sp.,CC0208,Complete,6,1,0,NA,NA,1887
GCF_002939385.1,Streptomyces sp.,MH60,Scaffold,1,1,0,NA,NA,1887
GCF_001723075.1,Streptomyces niveus,NRRL 2449,Scaffold,1,1,0,NA,NA,193462
GCF_017969045.1,Streptomyces sp.,LBUM 1477,Contig,6,2,15,185,145,1887
GCF_900290435.1,Streptomyces netropsis,,Contig,1,1,1,40,32,55404
GCF_014650175.1,Streptomyces termitum,JCM 4518,Contig,1,1,0,NA,NA,67368
GCF_003112535.1,Streptomyces rishiriensis,NBRC 13407,Scaffold,1,1,0,NA,NA,68264
GCF_014649475.1,Streptomyces daghestanicus,JCM 4365,Scaffold,1,1,0,NA,NA,66885
GCF_000720395.1,Streptomyces flavovirens,NRRL B-2182,Contig,1,1,18,74,61,52258
GCF_011290345.1,Streptomyces sp.,D38640,Chromosome,1,1,0,NA,NA,1887
GCF_000707925.2,Streptomyces rimosus,R6-500,Chromosome,5,3,9,229,182,1927
GCF_900105605.1,Streptomyces sp.,2231.1,Contig,6,2,2,28,21,1887
GCF_017933115.1,Streptomyces sp.,LBUM 1482,Complete,6,3,15,185,145,1887
GCF_900187925.1,Streptomyces sp.,PgraA7,Scaffold,1,1,16,11,7,1887
GCF_018070345.1,Streptomyces sp.,F63,Scaffold,1,1,0,NA,NA,1887
GCF_002155725.1,Streptomyces scabiei,NRRL B-2801,Scaffold,1,1,2,189,148,1930
GCF_016612605.1,Streptomyces sp.,MBT72,Scaffold,1,1,16,10,7,1887
GCF_014083905.1,Streptomyces lincolnensis,B48,Complete,6,3,2,39,31,1915
GCF_013870595.1,Streptomyces sp.,WELS2,Contig,1,1,0,NA,NA,1887
GCF_013371965.1,Streptomyces sp.,CAI-17,Contig,1,1,32,107,87,1887
GCF_000297155.3,Streptomyces tsukubensis,NRRL18488,Complete,6,1,3,8,5,83656
GCF_004115015.1,Streptomyces sp.,MG,Contig,6,1,2,104,84,1887
GCF_003688995.1,Streptomyces shenzhenensis,193,Contig,1,1,0,NA,NA,943815
GCF_000383595.1,Streptomyces bottropensis,ATCC 25435,Scaffold,6,1,5,95,76,42235
GCF_003573485.1,Streptomyces fradiae,NKZ-259,Complete,6,1,5,147,116,1906
GCF_000717965.1,Streptomyces purpeochromogenes,NRRL B-3012,Contig,1,1,13,98,78,1464077
GCF_002019855.1,Streptomyces antibioticus,DSM 41481,Chromosome,6,1,1,173,135,1890
GCF_000718775.1,Streptomyces sp.,NRRL S-31,Contig,1,1,0,NA,NA,1887
GCF_018613915.1,Streptomyces sp.,SL-90,Scaffold,1,1,0,NA,NA,1887
GCF_016919685.1,Streptomyces tsukubensis,L20,Complete,6,1,3,8,5,83656
GCF_012034175.1,Streptomyces sp.,PRB2-1,Contig,1,1,0,NA,NA,1887
GCF_001008135.1,Streptomyces stelliscabiei,NRRL B-24447,Scaffold,1,1,2,120,98,146820
GCF_003287935.1,Streptomyces sp.,CC1,Chromosome,1,1,1,89,70,1887
GCF_001427565.1,Streptomyces sp.,Root63,Scaffold,1,1,18,73,60,1887
GCF_001735805.1,Streptomyces fodineus,TW1S1,Complete,6,2,0,NA,NA,1904616
GCF_001005085.2,Streptomyces humi,MUSC 119,Contig,1,1,0,NA,NA,52259
GCF_008312835.1,Streptomyces marokkonensis,OANH409,Contig,1,1,0,NA,NA,324855
GCF_900091855.1,Streptomyces sp.,DvalAA-14,Contig,1,1,1,197,155,1887
GCF_014281095.1,Streptomyces sp.,CBG9,Contig,7,1,32,107,87,1887
GCF_000373625.1,Streptomyces sp.,LaPpAH-108,Scaffold,1,1,0,NA,NA,1887
GCF_002078235.1,Streptomyces viridosporus,NRRL 2414,Scaffold,1,1,0,NA,NA,67581
GCF_010548345.1,Streptomyces sp.,SID13588,Contig,1,1,1,204,160,1887
GCF_012922115.1,Streptomyces sp.,RLA2-12,Contig,6,2,15,233,185,1887
GCF_002910875.1,Streptomyces sp.,SM13,Scaffold,4,2,20,79,60,1887
GCF_001049855.1,Streptomyces sp.,Wb2n-11,Contig,7,6,0,NA,NA,1887
GCF_014650775.1,Streptomyces cirratus,JCM 4738,Contig,1,1,0,NA,NA,68187
GCF_003851665.1,Streptomyces albulus,NBRC 14147,Contig,7,2,3,21,15,1971
GCF_000719745.1,Streptomyces sp.,NRRL F-6677,Contig,1,1,0,NA,NA,1887
GCF_004125315.1,Streptomyces sp.,M3,Contig,6,1,4,180,141,1887
GCF_013364195.1,Streptomyces sp.,NA04227,Complete,6,2,0,NA,NA,1887
GCF_009862845.1,Streptomyces sp.,SID6139,Contig,1,1,13,138,107,1887
GCF_016917755.1,Streptomyces noursei,A-2-1,Complete,7,3,0,NA,NA,1971
GCF_004794975.1,Streptomyces sp.,A1547,Contig,1,1,6,52,42,1887
GCF_009862765.1,Streptomyces sp.,SID6137,Contig,1,1,13,138,107,1887
GCF_000816485.1,Streptomyces sp.,MUSC 125,Contig,1,1,2,214,168,1887
GCF_009862505.1,Streptomyces sp.,SID7805,Contig,1,1,2,46,38,1887
GCF_002188365.1,Streptomyces sp.,CS113,Scaffold,1,1,0,NA,NA,1887
GCF_015912925.1,Streptomyces clavuligerus,ATCC 27064,Contig,1,1,26,33,26,1901
GCF_014651075.1,Streptomyces djakartensis,JCM 4957,Scaffold,1,1,0,NA,NA,68193
GCF_002910795.1,Streptomyces sp.,SM9,Scaffold,5,1,32,107,87,1887
GCF_000725745.1,Streptomyces aureocirculatus,NRRL ISP-5401,Scaffold,1,1,0,NA,NA,67275
GCF_000091305.1,Streptomyces scabiei,87.22,Complete,6,2,15,185,145,1930
GCF_003074055.1,Streptomyces nigra,452,Complete,6,1,0,NA,NA,1827580
GCF_004195895.1,Streptomyces albidoflavus,Ma24,Contig,1,1,32,107,87,1886
GCF_018614075.1,Streptomyces sp.,SL-94,Scaffold,1,1,7,134,103,1887
GCF_009498275.1,Streptomyces fagopyri,QMT-28,Complete,6,4,0,NA,NA,2662397
GCF_001905795.1,Streptomyces sp.,CB01580,Scaffold,1,1,0,NA,NA,1887
GCF_000720505.1,Streptomyces sp.,NRRL S-146,Contig,1,1,0,NA,NA,1887
GCF_002155905.1,Streptomyces tricolor,NRRL B-16925,Scaffold,1,1,0,NA,NA,68277
GCF_004794175.1,Streptomyces sp.,1AS2c,Contig,1,1,4,216,170,1887
GCF_004217285.1,Streptomyces sp.,BK239,Scaffold,1,1,0,NA,NA,1887
GCF_017969075.1,Streptomyces sp.,LBUM 1479,Contig,6,2,15,185,145,1887
GCF_011751035.2,Streptomyces sp.,MBT27,Complete,8,4,0,NA,NA,1887
GCF_001270565.1,Streptomyces virginiae,NRRL B-1447,Contig,1,1,12,125,103,1961
GCF_001715295.1,Streptomyces griseus,BIG105,Scaffold,1,1,0,NA,NA,1886
GCF_016432735.1,Streptomyces sp.,5,Contig,6,2,2,37,29,1887
GCF_014257025.1,Streptomyces sp.,PSKA01,Contig,1,1,0,NA,NA,1887
GCF_000719265.1,Streptomyces roseoverticillatus,NRRL B-3500,Contig,1,1,0,NA,NA,44288
GCF_000956015.1,Streptomyces sp.,NRRL F-4428,Contig,1,1,3,201,157,1887
GCF_016741785.1,Streptomyces sp.,XESTO7-21,Contig,1,1,0,NA,NA,1887
GCF_900105465.1,Streptomyces sp.,PAN_FS17,Contig,6,2,5,59,48,1887
GCF_002021875.1,Streptomyces hygroscopicus,XM201,Complete,6,2,0,NA,NA,1912
GCF_008905045.1,Streptomyces albicerus,TRM68295,Scaffold,1,1,0,NA,NA,2569859
GCF_009862445.1,Streptomyces sp.,SID7813,Contig,6,3,12,26,19,1887
GCF_000722015.1,Streptomyces sp.,NRRL S-474,Scaffold,1,1,2,45,37,1887
GCF_001514235.1,Streptomyces caeruleatus,NRRL B-24802,Scaffold,1,1,0,NA,NA,661399
GCF_013409565.1,Streptomyces fulvorobeus,DSM 41455,Contig,6,2,9,81,62,284028
GCF_900091885.1,Streptomyces sp.,ScaeMP-6W,Contig,1,1,32,107,87,1887
GCF_002797835.1,Streptomyces sp.,2333.5,Contig,6,1,4,219,173,1887
GCF_000725125.1,Streptomyces toyocaensis,NRRL 15009,Contig,1,1,0,NA,NA,55952
GCF_013357935.1,Streptomyces lunaelactis,MM126,Contig,1,1,8,109,88,1535768
GCF_000411495.1,Streptomyces sp.,HPH0547,Scaffold,5,4,4,220,174,1887
GCF_013364095.1,Streptomyces harbinensis,NA02264,Complete,5,1,0,NA,NA,1176198
GCF_014651155.1,Streptomyces anthocyanicus,JCM 5058,Scaffold,1,1,0,NA,NA,68174
GCF_000373565.1,Streptomyces sp.,HmicA12,Scaffold,1,1,1,218,172,1887
GCF_003112515.1,Streptomyces fragilis,NBRC 12862,Contig,1,1,1,230,183,67301
GCF_015160875.1,Streptomyces chromofuscus,DSM 40273,Complete,6,6,0,NA,NA,42881
GCF_003353555.1,Streptomyces sp.,HB202,Contig,6,2,8,190,149,1887
GCF_018982965.1,Streptomyces sp.,A108,Contig,1,1,0,NA,NA,1887
GCF_014489635.1,Streptomyces sp.,CRXT-G-22,Complete,6,2,0,NA,NA,1887
GCF_002551065.1,Streptomyces sp.,99,Contig,1,1,0,NA,NA,1887
GCF_001418545.1,Streptomyces albus,NRRL B-1335,Scaffold,1,1,3,220,174,1888
