,run_id,genome1,genome2,unique_taxa_names,coverage,identity,comparision_type_species,comparision_type_genus,cluster_hash,cluster_id
100,2.0,"Streptomyces sp. MBT59 scaffold100_size18955_cov77.6463, whole genome shotgun sequence:21","Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11",2,0.8323781369000001,0.9492113086,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
101,2.0,"Streptomyces sp. PgraA7, whole genome shotgun sequence:22","Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11",2,0.9104713093,0.9940405458,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
102,2.0,"Streptomyces sp. SS07 Scaffold1, whole genome shotgun sequence:6","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8479521558,0.9489472294,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
103,2.0,"Streptomyces sp. gb14 scaffold1.1.size511486, whole genome shotgun sequence:7","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8373997012000001,0.9481046188,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
104,2.0,"Streptomyces sp. CB02613 scaffold1, whole genome shotgun sequence:8","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8565464701000001,0.9757810048,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
105,2.0,"Streptomyces sp. S063 chromosome, complete genome:9","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8133041126,0.9436205374,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
106,2.0,"Streptomyces sp. CS149 scaffold00001, whole genome shotgun sequence:10","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8589080530000001,0.9664446192,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
107,2.0,"Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.9613779896,0.9940405458,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
109,2.0,"Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8659072973,0.9484376505,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
110,2.0,"Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8262077952,0.9687485916,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
111,2.0,"Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8256574848,0.9688411904,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
112,2.0,"Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8260036658000001,0.9688041471,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
113,2.0,"Streptomyces parvus strain JCM 4069 sequence01, whole genome shotgun sequence:17","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8550857914000001,0.9755768676,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
114,2.0,"Streptomyces sp. MBT67 scaffold100_size20057_cov93.5106, whole genome shotgun sequence:18","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8318194221,0.9491978385,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
115,2.0,"Streptomyces sp. MBT72 scaffold100_size27005_cov76.8634, whole genome shotgun sequence:19","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8458123688,0.9490227466,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
116,2.0,"Streptomyces sp. MBT61 scaffold100_size17480_cov91.7517, whole genome shotgun sequence:20","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.8458458886,0.9492820518,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
117,2.0,"Streptomyces sp. MBT59 scaffold100_size18955_cov77.6463, whole genome shotgun sequence:21","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.844454157,0.9491480925,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
118,2.0,"Streptomyces sp. PgraA7, whole genome shotgun sequence:22","Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12",2,0.9999446961,1.0,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
119,2.0,"Streptomyces sp. SS07 Scaffold1, whole genome shotgun sequence:6","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8879760911000001,0.9748788403,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
120,2.0,"Streptomyces sp. gb14 scaffold1.1.size511486, whole genome shotgun sequence:7","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.9029280312,0.9899659369,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
121,2.0,"Streptomyces sp. CB02613 scaffold1, whole genome shotgun sequence:8","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7898318762000001,0.9480816405,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
122,2.0,"Streptomyces sp. S063 chromosome, complete genome:9","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7721760709000001,0.9406501089,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
123,2.0,"Streptomyces sp. CS149 scaffold00001, whole genome shotgun sequence:10","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8000275486,0.9468605915,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
124,2.0,"Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8103425513,0.948362484,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
125,2.0,"Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7727398746,0.9484376505,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
127,2.0,"Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7841796725,0.9480561105,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
128,2.0,"Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7786724581000001,0.9482010813,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
129,2.0,"Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7841759243,0.9480662826,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
130,2.0,"Streptomyces parvus strain JCM 4069 sequence01, whole genome shotgun sequence:17","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7814992554,0.9468485549,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
131,2.0,"Streptomyces sp. MBT67 scaffold100_size20057_cov93.5106, whole genome shotgun sequence:18","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8648023684,0.9747765603,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
132,2.0,"Streptomyces sp. MBT72 scaffold100_size27005_cov76.8634, whole genome shotgun sequence:19","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8778395074,0.9748270312,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
133,2.0,"Streptomyces sp. MBT61 scaffold100_size17480_cov91.7517, whole genome shotgun sequence:20","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8790022123000001,0.9749317487,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
134,2.0,"Streptomyces sp. MBT59 scaffold100_size18955_cov77.6463, whole genome shotgun sequence:21","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.8787996921000001,0.9747913314,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
135,2.0,"Streptomyces sp. PgraA7, whole genome shotgun sequence:22","Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13",2,0.7722830164000001,0.9485181447,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
136,2.0,"Streptomyces sp. SS07 Scaffold1, whole genome shotgun sequence:6","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.843467717,0.9484094897,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
137,2.0,"Streptomyces sp. gb14 scaffold1.1.size511486, whole genome shotgun sequence:7","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8156324577,0.9472773215,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
138,2.0,"Streptomyces sp. CB02613 scaffold1, whole genome shotgun sequence:8","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8540567111,0.9701958283,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
139,2.0,"Streptomyces sp. S063 chromosome, complete genome:9","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8258687853000001,0.9463223809,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
140,2.0,"Streptomyces sp. CS149 scaffold00001, whole genome shotgun sequence:10","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.9091412197,0.9708450402,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
141,2.0,"Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8534269092000001,0.9688252493,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
142,2.0,"Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.810974214,0.9687485916,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
143,2.0,"Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8625244485,0.9480561105,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
145,2.0,"Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.9654756925,0.9931536046,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
146,2.0,"Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,1.0027801293,0.9999301275,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
147,2.0,"Streptomyces parvus strain JCM 4069 sequence01, whole genome shotgun sequence:17","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8350467041,0.9693787676,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
148,2.0,"Streptomyces sp. MBT67 scaffold100_size20057_cov93.5106, whole genome shotgun sequence:18","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8187207615000001,0.9488418988,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
149,2.0,"Streptomyces sp. MBT72 scaffold100_size27005_cov76.8634, whole genome shotgun sequence:19","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8296030683000001,0.9487148474,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
150,2.0,"Streptomyces sp. MBT61 scaffold100_size17480_cov91.7517, whole genome shotgun sequence:20","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8316743043,0.9489884734,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
151,2.0,"Streptomyces sp. MBT59 scaffold100_size18955_cov77.6463, whole genome shotgun sequence:21","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8313361405,0.9488730064,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
152,2.0,"Streptomyces sp. PgraA7, whole genome shotgun sequence:22","Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14",2,0.8115207606,0.9687690464,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
153,2.0,"Streptomyces sp. SS07 Scaffold1, whole genome shotgun sequence:6","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8434682431,0.948625625,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
154,2.0,"Streptomyces sp. gb14 scaffold1.1.size511486, whole genome shotgun sequence:7","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8213483458,0.9472304735,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
155,2.0,"Streptomyces sp. CB02613 scaffold1, whole genome shotgun sequence:8","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8526867746000001,0.9704071063,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
156,2.0,"Streptomyces sp. S063 chromosome, complete genome:9","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8328550250000001,0.9460176694,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
157,2.0,"Streptomyces sp. CS149 scaffold00001, whole genome shotgun sequence:10","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.9090992922,0.9710276086,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
158,2.0,"Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8546423089,0.9689006281,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
159,2.0,"Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8140325187,0.9688411904,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
160,2.0,"Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8602698896000001,0.9482010813,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
161,2.0,"Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.969762573,0.9931536046,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
163,2.0,"Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.968288813,0.9931979046,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
164,2.0,"Streptomyces parvus strain JCM 4069 sequence01, whole genome shotgun sequence:17","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8337493982,0.9695586742,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
165,2.0,"Streptomyces sp. MBT67 scaffold100_size20057_cov93.5106, whole genome shotgun sequence:18","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8209719154,0.9488303673,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
166,2.0,"Streptomyces sp. MBT72 scaffold100_size27005_cov76.8634, whole genome shotgun sequence:19","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8320709138,0.9485784996,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
167,2.0,"Streptomyces sp. MBT61 scaffold100_size17480_cov91.7517, whole genome shotgun sequence:20","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8339247938000001,0.9489661546,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
168,2.0,"Streptomyces sp. MBT59 scaffold100_size18955_cov77.6463, whole genome shotgun sequence:21","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8335443474,0.9488181697,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
169,2.0,"Streptomyces sp. PgraA7, whole genome shotgun sequence:22","Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15",2,0.8140416558,0.968828248,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
170,2.0,"Streptomyces sp. SS07 Scaffold1, whole genome shotgun sequence:6","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8427776718000001,0.9484700832,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
171,2.0,"Streptomyces sp. gb14 scaffold1.1.size511486, whole genome shotgun sequence:7","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8155517198000001,0.9472875121,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
172,2.0,"Streptomyces sp. CB02613 scaffold1, whole genome shotgun sequence:8","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8537258452,0.970268232,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
173,2.0,"Streptomyces sp. S063 chromosome, complete genome:9","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8257214384,0.9463399987,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
174,2.0,"Streptomyces sp. CS149 scaffold00001, whole genome shotgun sequence:10","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.9090356294,0.970853821,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
175,2.0,"Streptomyces sp. CS147 scaffold00001, whole genome shotgun sequence:11","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8533534063,0.9688271758,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
176,2.0,"Streptomyces sp. SID8378 SID8378.c1, whole genome shotgun sequence:12","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8107073126000001,0.9688041471,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
177,2.0,"Streptomyces sp. SID5614 SID5614.c1, whole genome shotgun sequence:13","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.8624495436,0.9480662826,inter,intra,00057b9d0c4afe16e2aedf24254903df,0
178,2.0,"Streptomyces sp. CAI-121 NODE_1003_length_722_cov_724.217, whole genome shotgun sequence:14","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,1.0026978368,0.9999301275,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
179,2.0,"Streptomyces sp. CAI 127 NODE_100_length_15574_cov_503.418, whole genome shotgun sequence:15","Streptomyces sp. CAI-68 NODE_10_length_279144_cov_506.951, whole genome shotgun sequence:16",2,0.9639293366,0.9931979046,intra,intra,00057b9d0c4afe16e2aedf24254903df,0
